object_name,object_type,collection_path,all_collections,parent,triangles,vertices,material,hide_viewport,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,centroid_x,centroid_y,centroid_z
Cheek.j,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face,Cheek.t,0,2,,0,-0.0787,-0.066,1.5326,-0.0543,-0.0416,1.5344,-0.0665,-0.0538,1.5335
Cheek.t,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face,Buccal region.r,0,0,Text,0,-0.0819,-0.0565,1.5349,-0.0755,-0.0499,1.5371,-0.0787,-0.0532,1.536
Chin.j,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face,Chin.t,0,2,,0,-0.0012,-0.1023,1.4956,0.0011,-0.0879,1.4978,-0.0,-0.0951,1.4967
Chin.t,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face,Mental region.r,0,0,Text,0,-0.0024,-0.1059,1.4949,0.0026,-0.1038,1.4999,0.0001,-0.1048,1.4974
Concha of auricle.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region/Concha of auricle | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,64,51,Skin-2,0,0.0674,0.0031,1.5702,0.0795,0.0135,1.5861,0.0735,0.0083,1.5781
Concha of auricle.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region/Concha of auricle | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,64,51,Skin-2,0,-0.0795,0.0031,1.5702,-0.0674,0.0135,1.5861,-0.0735,0.0083,1.5781
Crura of antihelix.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,92,69,Skin-2,0,0.0717,-0.0003,1.5856,0.0859,0.0123,1.6028,0.0788,0.006,1.5942
Crura of antihelix.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,92,69,Skin-2,0,-0.0859,-0.0003,1.5856,-0.0717,0.0123,1.6028,-0.0788,0.006,1.5942
Cubital fossa.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Cubital region/Anterior region of elbow | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left upper limb,Anterior region of elbow.l,50,35,Skin-3,0,0.1959,-0.001,1.1097,0.2416,0.0132,1.1396,0.2188,0.0061,1.1247
Cubital fossa.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Cubital region/Anterior region of elbow | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right upper limb,Anterior region of elbow.r,50,35,Skin-3,0,-0.2416,-0.001,1.1097,-0.1959,0.0132,1.1396,-0.2188,0.0061,1.1247
Cubital region.g,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Cubital region,Regions of upper limb.g,0,0,Text,0,-0.3964,0.0392,1.1129,-0.3023,0.0392,1.1213,-0.3494,0.0392,1.1171
Cubital region.j,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Cubital region,Cubital region.g,0,2,,0,-0.3492,0.0392,1.107,-0.2676,0.0392,1.107,-0.3084,0.0392,1.107
Cymba conchae.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region/Concha of auricle | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,89,59,Skin-2,0,0.0698,0.0033,1.577,0.0793,0.0136,1.5889,0.0746,0.0084,1.5829
Cymba conchae.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region/Concha of auricle | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,89,59,Skin-2,0,-0.0793,0.0033,1.577,-0.0698,0.0136,1.5889,-0.0746,0.0084,1.5829
Deltoid region.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left upper limb | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb,Regions of upper limb.g,268,157,Skin-3,0,0.134,-0.0318,1.2733,0.2422,0.102,1.436,0.1881,0.0351,1.3547
Deltoid region.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right upper limb,Regions of upper limb.g,268,157,Skin-3,0,-0.2422,-0.0318,1.2733,-0.134,0.102,1.436,-0.1881,0.0351,1.3547
Deltopectoral triangle.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of thorax/Anterior region of thorax | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Regions of trunk | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Anterior region of thorax.g,26,23,Skin-4,0,0.1158,-0.0347,1.3555,0.1597,0.0115,1.4203,0.1377,-0.0116,1.3879
Deltopectoral triangle.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of thorax/Anterior region of thorax | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Regions of trunk | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Anterior region of thorax.g,26,23,Skin-4,0,-0.1597,-0.0347,1.3555,-0.1158,0.0115,1.4203,-0.1377,-0.0116,1.3879
Distal transverse arch of foot.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Regions of foot/Sole,Sole.l,24,21,Skin-1,0,0.0867,-0.0844,-0.0004,0.1454,-0.0391,0.0095,0.116,-0.0617,0.0046
Distal transverse arch of foot.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Regions of foot/Sole,Sole.r,24,21,Skin-1,0,-0.1454,-0.0844,-0.0004,-0.0867,-0.0391,0.0095,-0.116,-0.0617,0.0046
Dorsal surfaces of digits of foot.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Regions of foot/Region of digits of foot,Regions of digits of foot.g,1157,648,Skin-2,0,0.0628,-0.1456,0.0114,0.1492,-0.0473,0.0382,0.106,-0.0965,0.0248
Dorsal surfaces of digits of foot.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Regions of foot/Region of digits of foot | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb,Regions of digits of foot.g,1157,648,Skin-2,0,-0.1492,-0.1456,0.0114,-0.0628,-0.0473,0.0382,-0.106,-0.0965,0.0248
Dorsal surfaces of digits of hand.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left upper limb | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Region of hand/Region of digits of hand,Regions of digits of hand.g,1905,1072,Skin-1,0,0.2236,-0.1,0.6985,0.34,-0.024,0.8205,0.2818,-0.062,0.7595
Dorsal surfaces of digits of hand.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Region of hand/Region of digits of hand | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right upper limb,Regions of digits of hand.g,1905,1072,Skin-1,0,-0.34,-0.1,0.6985,-0.2236,-0.024,0.8205,-0.2818,-0.062,0.7595
Dorsum of foot.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Regions of foot,Regions of foot.g,131,88,Skin-2,0,0.0457,-0.0296,0.0325,0.1213,0.0513,0.0921,0.0835,0.0109,0.0623
Dorsum of foot.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Regions of foot | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb,Regions of foot.g,131,88,Skin-2,0,-0.1213,-0.0296,0.0325,-0.0457,0.0513,0.0921,-0.0835,0.0109,0.0623
Dorsum of hand.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left upper limb | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Region of hand,Regions of hand.g,301,179,Skin-1,0,0.225,-0.0573,0.7631,0.3239,-0.005,0.8381,0.2745,-0.0312,0.8006
Dorsum of hand.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Region of hand | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right upper limb,Regions of hand.g,301,179,Skin-1,0,-0.3239,-0.0573,0.7631,-0.225,-0.005,0.8381,-0.2745,-0.0312,0.8006
Eminentia conchae.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,61,45,Skin-2,0,0.0606,0.0041,1.5583,0.0795,0.0188,1.5937,0.07,0.0114,1.576
Eminentia conchae.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,61,45,Skin-2,0,-0.0795,0.0041,1.5583,-0.0606,0.0188,1.5937,-0.07,0.0114,1.576
Eminentia fossae triangularis.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,51,39,Skin-2,0,0.0721,-0.0049,1.5922,0.0838,0.0121,1.6064,0.078,0.0036,1.5993
Eminentia fossae triangularis.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,51,39,Skin-2,0,-0.0838,-0.0049,1.5922,-0.0721,0.0121,1.6064,-0.078,0.0036,1.5993
Eminentia scaphae.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,103,72,Skin-2,0,0.0737,0.0073,1.5687,0.0872,0.0214,1.6064,0.0805,0.0143,1.5876
Eminentia scaphae.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,103,72,Skin-2,0,-0.0872,0.0073,1.5687,-0.0737,0.0214,1.6064,-0.0805,0.0143,1.5876
Epigastric region.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of abdomen/Epigastric region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Regions of trunk | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Regions of abdomen.g,68,47,Skin-7,0,0.0,-0.1323,1.0939,0.0813,-0.1046,1.2246,0.0406,-0.1185,1.1593
Epigastric region.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of abdomen/Epigastric region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Regions of trunk | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Regions of abdomen.g,68,47,Skin-7,0,-0.0813,-0.1323,1.0939,0.0,-0.1046,1.2246,-0.0406,-0.1185,1.1593
External nose.j,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face/Nasal region,External nose.t,0,2,,0,-0.0274,-0.1064,1.5709,-0.0099,-0.0889,1.5721,-0.0186,-0.0977,1.5715
External nose.t,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face/Nasal region,Nasal region.r,0,0,Text,0,-0.0354,-0.106,1.5729,-0.0194,-0.0896,1.5753,-0.0274,-0.0978,1.5741
Eyebrow.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of epicranium/Frontal region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Frontal region.l,12,14,Skin-5,0,0.0109,-0.0945,1.6126,0.0487,-0.0764,1.6207,0.0298,-0.0854,1.6166
Eyebrow.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of epicranium/Frontal region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Frontal region.r,12,14,Skin-5,0,-0.0487,-0.0945,1.6126,-0.0109,-0.0764,1.6207,-0.0298,-0.0854,1.6166
Eyelashes.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Integument/Skin appendages/Hairs | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Hairs.g,56,45,Black,0,-0.0449,-0.0843,1.5828,-0.0194,-0.0709,1.5976,-0.0322,-0.0776,1.5902
Eyelashes.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Integument/Skin appendages/Hairs | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Hairs.g,56,45,Black,0,0.0194,-0.0843,1.5828,0.0449,-0.0709,1.5976,0.0322,-0.0776,1.5902
